city,timestamp,temperature,season
New York,2010-01-01,5.2900276008771305,winter
New York,2010-01-02,2.701450577496361,winter
New York,2010-01-03,-5.7071869524445145,winter
New York,2010-01-04,1.9594170641705122,winter
New York,2010-01-05,-2.69967510343565,winter
New York,2010-01-06,-3.854578578801992,winter
New York,2010-01-07,4.436317838232766,winter
New York,2010-01-08,-6.1471611207552534,winter
New York,2010-01-09,3.5014523335030816,winter
New York,2010-01-10,-6.424197748643029,winter
New York,2010-01-11,-10.837709479556885,winter
New York,2010-01-12,6.705205956663047,winter
New York,2010-01-13,1.9623998921065386,winter
New York,2010-01-14,4.563739517066462,winter
New York,2010-01-15,-4.753076705585065,winter
New York,2010-01-16,-1.4170476090224677,winter
New York,2010-01-17,0.35422614299437466,winter
New York,2010-01-18,0.30041073996287054,winter
New York,2010-01-19,2.3204135806971733,winter
New York,2010-01-20,3.654607409965745,winter
New York,2010-01-21,-4.994763997001237,winter
New York,2010-01-22,1.0165876535295835,winter
New York,2010-01-23,-0.9472788050415653,winter
New York,2010-01-24,-9.680183462932403,winter
New York,2010-01-25,-7.347340820330182,winter
New York,2010-01-26,0.10173324461968056,winter
New York,2010-01-27,-1.9859516849118868,winter
New York,2010-01-28,5.245296218438708,winter
New York,2010-01-29,3.9873302330149647,winter
New York,2010-01-30,-3.143422254453539,winter
New York,2010-01-31,1.6232476864548713,winter
New York,2010-02-01,5.0115130233715774,winter
New York,2010-02-02,5.1778060932213785,winter
New York,2010-02-03,-12.810298983635311,winter
New York,2010-02-04,-3.4393478967561615,winter
New York,2010-02-05,-2.2498116877206984,winter
New York,2010-02-06,0.3540463722835133,winter
New York,2010-02-07,-6.269163471696179,winter
New York,2010-02-08,-0.17553798817988714,winter
New York,2010-02-09,2.7090881298512275,winter
New York,2010-02-10,1.8849671303299047,winter
New York,2010-02-11,1.1459881312527653,winter
New York,2010-02-12,-4.631689102344133,winter
New York,2010-02-13,4.8294201823891845,winter
New York,2010-02-14,-3.7440278968051794,winter
New York,2010-02-15,1.4758706325479602,winter
New York,2010-02-16,2.152714015067691,winter
New York,2010-02-17,-7.345436444351277,winter
New York,2010-02-18,3.9544335674455677,winter
New York,2010-02-19,-3.380922641345716,winter
New York,2010-02-20,-4.186590858233616,winter
New York,2010-02-21,-0.9187259474077658,winter
New York,2010-02-22,-3.621362423763231,winter
New York,2010-02-23,2.588079852753914,winter
New York,2010-02-24,4.500916317152301,winter
New York,2010-02-25,4.0690318019785465,winter
New York,2010-02-26,-5.144217719292225,winter
New York,2010-02-27,5.64674299693522,winter
New York,2010-02-28,5.858896647241975,winter
New York,2010-03-01,2.9743978346315236,spring
New York,2010-03-02,10.031229539251306,spring
New York,2010-03-03,11.733251833542116,spring
New York,2010-03-04,7.373888576936471,spring
New York,2010-03-05,13.341817079915355,spring
New York,2010-03-06,10.455261652652464,spring
New York,2010-03-07,12.153781056565492,spring
New York,2010-03-08,12.536674719302948,spring
New York,2010-03-09,7.231144949057979,spring
New York,2010-03-10,12.2427280838343,spring
New York,2010-03-11,1.4173286001289132,spring
New York,2010-03-12,17.343646936671753,spring
New York,2010-03-13,10.137197525061389,spring
New York,2010-03-14,1.968332261780093,spring
New York,2010-03-15,9.72078229669383,spring
New York,2010-03-16,10.728433358735266,spring
New York,2010-03-17,2.6889897323848224,spring
New York,2010-03-18,7.24624979155921,spring
New York,2010-03-19,7.9022264835079,spring
New York,2010-03-20,10.242128525454504,spring
New York,2010-03-21,12.961716552795085,spring
New York,2010-03-22,3.991331283462526,spring
New York,2010-03-23,21.444722721944434,spring
New York,2010-03-24,8.056439419187207,spring
New York,2010-03-25,0.11772564795729856,spring
New York,2010-03-26,-3.723432944868696,spring
New York,2010-03-27,16.589233127801364,spring
New York,2010-03-28,9.19774250076961,spring
New York,2010-03-29,12.13734865955009,spring
New York,2010-03-30,11.992411811856849,spring
New York,2010-03-31,8.42829038677856,spring
New York,2010-04-01,10.771591532506845,spring
New York,2010-04-02,14.515767212610598,spring
New York,2010-04-03,11.922263203818478,spring
New York,2010-04-04,9.290498136284807,spring
New York,2010-04-05,13.158805434409258,spring
New York,2010-04-06,17.37704358498637,spring
New York,2010-04-07,7.287669254830746,spring
New York,2010-04-08,11.711527664756378,spring
New York,2010-04-09,16.16776438270492,spring
New York,2010-04-10,7.37392856659754,spring
New York,2010-04-11,16.137202445716774,spring
New York,2010-04-12,6.9674356890330875,spring
New York,2010-04-13,8.306006513571457,spring
New York,2010-04-14,11.932088856317142,spring
New York,2010-04-15,8.985711725300062,spring
New York,2010-04-16,14.038076076760024,spring
New York,2010-04-17,5.438099367815082,spring
New York,2010-04-18,17.157639337172547,spring
New York,2010-04-19,11.230345943001662,spring
New York,2010-04-20,9.505083373786311,spring
New York,2010-04-21,7.259469810668419,spring
New York,2010-04-22,12.79625079488709,spring
New York,2010-04-23,7.787134346054518,spring
New York,2010-04-24,3.654321103809144,spring
New York,2010-04-25,5.69497177536404,spring
New York,2010-04-26,9.793719544561633,spring
New York,2010-04-27,11.154275412447541,spring
New York,2010-04-28,5.532302067498974,spring
New York,2010-04-29,12.886712473642381,spring
New York,2010-04-30,6.121956153386758,spring
New York,2010-05-01,5.777180726471566,spring
New York,2010-05-02,8.329592545439288,spring
New York,2010-05-03,22.08955488391997,spring
New York,2010-05-04,5.3646443007974955,spring
New York,2010-05-05,11.432739245347715,spring
New York,2010-05-06,2.9897527363986507,spring
New York,2010-05-07,6.0661502057302314,spring
New York,2010-05-08,8.698242911338127,spring
New York,2010-05-09,10.894397836000028,spring
New York,2010-05-10,9.444558787701862,spring
New York,2010-05-11,10.091531726354589,spring
New York,2010-05-12,13.116016340969956,spring
New York,2010-05-13,8.712827988639294,spring
